Speech_SnipSnip_Bark3	我的时间传感器在大战中受损了，估计至少是一周前的事了。
Casino_Upgrade_Info	加速运气（L）的训练
QuestLoc_RaidingParty_QuestLongDescription	一群掠夺者趁着他们的老大不在，偷偷开了一个疯狂而盛大的舞会。现在是我们渗透到他们内部的好机会。如果我们能离间他们和他们的老板，整个帮派就会从内部瓦解掉！
QuestLoc_S2_QL2_Q3_Req_Question3_Choice1	给你。
Help_Page07_MainText_PC	当您需要新居民时，您可以鼓励您的居民多生育。

- 将一个男人和女人放在宿舍里，看看他们是不是喜欢对方。

- 如果一切顺利的话，女方将会怀孕。

- 过一段时间，怀孕的居民就可以分娩了。

- 点击她头上的图标，会有新的小孩出生。

- 一旦孩子长大，您将拥有一个新的居民。
Controls_Xbox_Quest_MoveToRoom	移至房间
QuestLoc_S2_QL2_Q1_Doc_Question5_Choice2	好心的夫人，求求您了，我们急需治疗针。
QuestLoc_OBrother_Conversation05_NPC03	嘿！你是谁？识相的就给我滚出去！
GameSettingsUWP_Controls	控制
QuestLoc_HorsemenofthePostApocalypsePart1_QuestlineName	后末日时代的骑士 第一部
Tutorial_Tip_31	您可以通过完成一些目标得到免费的午餐盒。
Bonus_ChildMultiplier	{0}%双胞胎概率
QuestLoc_ANiceGhoulLikeYou_QuestShortDescription	在红火箭加油站里寻找零件。
SnipSnipDialog_Generic_02	人类如此之多，我的时间却如此之少。
QuestLoc_RunThreeDogRun_Conversation_2_NPCStart_3	很快，废土就会被“死亡”的魔爪撕成碎片！
Weapon_Description_CombatShotgun_CharonsShotgun	据说是一个尸鬼雇佣兵通向冥河的钥匙。
QuestLoc_TheDeBuggers_Conversation_1_NPCEnd_3	不，你的哔哔小子太旧了。也许你可以尝试添加这个扩展卡……
QuestLoc_GameShowGauntletD_Conversation_3_Team_1	动力装甲。
QuestLoc_FollowingHisFirstSteps_Conversation_1_Team_2	他有说他会去哪儿吗？
Speech_Conversation_NPC2_Topic6_Response1	不要。但有个机器人做仆人挺好的。
QuestLoc_VaultTecExperimentReviewA_Conversation_3_NPCStart_1	我是监督者。请亲眼见证我们的避难所有多恐怖！
QuestLoc_ItsnotEasyBeingGreen_QuestObjective_3	访问红色检疫区。
QuestLoc_SpyonRaiders_Conversation_3E_NPCEnd_2	很好。拿上这个然后出发吧！
Weapon_Name_Magnum	.44狙击枪
QuestLoc_FriendlySettlement_Conversation_2B_NPCStart_3	你们觉得怎么样？
Message_TutorialPopup_07_Title	房间合并 - 升级
QuestLoc_NoThanksfortheGobbler_QuestlineName	对高步勒可不客气！
QuestLoc_SavingDaylight_Conversation_1_NPCStart_1	这是避难所居民！
Weapon_Description_GaussPistol_Enhanced	一把平衡且精致的手枪，配备高质量线圈。
QuestLoc_RubarbsReckoning_Conversation_1_NPCStart_4	但我知道如果我败了。我就去你们的避难所然后工作到吐血！
QuestLoc_SpelunKingTrainingE_Conversation_1_NPCEnd_1	哈！我想你们需要仔细看看我们这些完美的肌肉。
Season1_Description	避难所科技将您分配到辐射极琉矿狂热实验中！您避难所下方的辐射极琉矿矿床将吸引一支凶残的辐尸人大军。开采辐射极琉矿以打造强大的辐射极琉矿武器，同时展示一下避难所科技的传统好客之道。别担心，在这些袭击中牺牲的居民将免费复活！祝您好运，监督者，别忘了保持微笑！
Help_Page08_BottomText	提示：请记住不要建造超出需求的房间，或者扩张得过快。
QuestLoc_GameShowGauntletF_Conversation_1_NPCStart_2	请正确回答问题来赢取瓶盖。
QuestLoc_ReleasetheRaiders_RaiderLine_4	战争就在你身上！
QuestLoc_NotSoSafehouse_QuestObjective_1	找到铁路特工。
QuestLoc_BrotherhoodOfFeels_QuestShortDescription	与奇怪的幸存者群体联系。
QuestLoc_VacateTheNovac_QuestLineName	驱逐诺瓦克
MrHandyDialog_Gym_01	加油，人类！
Message_Tutorial_07_PC	让我们看看{居民}的{状态}。{点击}{居民}来{查看信息}。
QuestLoc_VaultTecExperimentReviewA_Conversation_2_NPCStart_2	跟我们讲些鬼故事吧，不然就得死！
QuestLoc_TheAbyss_QuestShortDescription	探索无底避难所的深度。
Stats_Common_Decorations	普通装饰
QuestLoc_SpelunKingTrainingB_Conversation_1_NPCStart_1	我们还以为你们是一群双头牛呢。一群又慢又吵的双头牛。
QuestLoc_TheScenicRoute_QuestObjective_1_LA	探索前哨。
RichPresence_Xbox_03	正在对付一只鼹鼠
Theme_ShortName_Lucky38Penthouse	幸运38号顶层公寓
Encounter_Message_Creature18	一只泥沼蟹猎杀者。
QuestLoc_TheRiteofSpraying_Conversation_1_Team_2	他们提到他们为什么这样做了吗？
QuestLoc_TheBigsbyBrownCase_QuestObjective_3	拯救失踪的避难所居民。
Wasteland_ExteriorItem_SubTitle	自定义废土主题
QuestLoc_TheSecretofREDACTED_QuestShortDescription	揭露一个深远的阴谋。
Objective_CraftStimpack	打造1个治疗针
QuestLoc_HalfFullHalfEmpty_Conversation_1_NPCEnd_1	我们的双头牛一饮而尽。谁能对金色的粪便说不？去废弃的避难所科技办公室试试看吧。
Tutorial_Tip_07	建造一个医务室来生产治疗针。
QuestLoc_FamilyMatters_Conversation_1_Team_1	谁是外婆？
QuestLoc_SpyonRaiders_Conversation_2C_NPCEnd_4	你……什么？叛徒！杀了他们！
Speech_NoPower4	这房间用不了了！电不够！
QuestLoc_JunkRun_QuestName	杂物大作战
Bonus_SurvivalGuide_WastelandCapsBoost	废土瓶盖
Speech_Conversation_NPC2_Topic9_Response1	哦！那本我看过。她最后死了。真是悲伤。
QuestLoc_SantasHelpers_Conversation_3_NPCStart_3	你们值得得到点好东西。我们该怎么回报你们呢？
Speech_Generic_Dweller40	我们是在卖力干活，还是压根没在干活？嘿嘿嘿嘿。
QuestLoc_Blackout_Conversation_1_Team_1	我们要和掠夺者一起开派对？我可……不记得……有这么回事！派对是在哪儿办的？
QuestLoc_AlienBotQuest06_Conversation_2_PC2_2	你是谁？你在这儿干什么？
Dweller_RunToWasteland	正在离开避难所
QuestLoc_WorkingOvertime_Conversation_2_NPCStart_2	我想说……看看我……我连鼻子都没有！
Speech_Kid18	我不知道我是否会永远生活在这个避难所里。
QuestLoc_SecretWeaponTest_Conversation_1_NPCEnd_1	好吧，那我们就拿去吧！
Outfit_Description_LifeguardOutfit	拯救生命，打击心灵。
QuestLoc_PartyCrasher_QuestName	不速之客
QuestLoc_TheSpiritofTaking_Conversation_1_NPCStart_1	我想送给我最好的朋友一只新宠物作为礼物。
QuestLoc_TheYolksonYou_RaiderLine_3	我们瞬间就能搞定这里！
QuestLoc_CollateralMurder_Conversation_1_NPCEnd_1	试试从这里往北约一公里处的旧大无敌超市吧。
QuestLoc_DogGone_Conversation_2_NPCEnd_4	它不是吗？好吧，真烦。我想你们可以带走它了。它也太能吃了。
QuestLoc_GameShowGauntletJ_Conversation_2_NPCEnd_3	不对，他是个合成人，白痴！意味着你该……“掉脑袋”了！
QuestLoc_HaveGunWillTravel_Conversation_1_NPCStart_1	你们在找那些钢铁兄弟会的士兵吗？
QuestLoc_SpearFishing_QuestName	用长矛钓鱼
Button_Yes	是
QuestLoc_KidnappingatVault778_QuestObjective_2	杀死马斯蒂夫穆尔登。
QuestLoc_ACryforHelp_QuestShortDescription	红火箭服务站里有人在大声呼救。
Speech_Quest_Generic_Dweller_Conversation_23	带零食了吗？
QuestLoc_Ghooooooooooooooooooul_Conversation_1_Team_1	我的天啊！我能找你要签名吗？
QuestLoc_GameShowGauntletG_Conversation_4_NPCEnd_1	*卟嗞*错！现在……“掉脑袋”吧！
QuestLoc_FashionStatement_Conversation_1_NPCStart_1	这身装备糟糕透了。而且露胸的设计也太老土了吧。
Weapon_Description_PowerFist_Enhanced	明显改进的动力拳套。
Message_CantDestroyRoom_Path	不能摧毁这个房间，因为它与两个房间相连。
QuestLoc_DivideandConquer_RaiderLine_2	“出去然后做乘法吧，”他们说……
QuestLoc_Sabotage_Conversation_2_NPCStart_2	老大让我们用放射性物质毒害人已经够糟糕的了。
QuestLoc_GameShowGauntletC_QuestLongDescription	你被邀请参与“掉脑袋”的游戏！请回答问题，不然就……
Weapon_Name_Flamer	火焰喷射器
QuestLoc_ExtremePrejudice_Conversation_1_NPCEnd_1	有道理。
QuestLoc_TheEndoftheRainbow_Conversation_2_NPCEnd_3	我会的，你们这些笨蛋！
QuestLoc_TheSpiritofTaking_Conversation_1_NPCStart_2	不幸的是，一些掠夺者跳了出来，拿走了我的宠物盒子。
Social_Button_SelectAll	选择全部
MrHandyDialog_Generic_01	人类开心，我就开心。我发誓。
QuestLoc_ParleyTime_Conversation_3_Team_2	好的。你，毕竟是，最强大的骑士。
Outfit_Description_AlistairSpecial	废土精英和房地产开发商的最爱。
MoveInsteadOfOverrideText	备份到空档
QuestLoc_GameShowGauntletI_Conversation_3_Team_4	总统。
Stats_Ghoul_Attacks_Stopped	终止狂尸鬼袭击
Pet_Description_stbernard_b	如果你在高山上迷失了，希望它能跑来找你。
QuestLoc_TheYolksonYou_QuestLongDescription	大厨对你死里逃生的能力表示惊讶。他想用辐射蝎蛋卷来庆祝。923号避难所最近被这些生物侵占了，不妨就从那里开始吧。
Encounter_Progression_JustStartedTier2_17	我真的不想在这里被吃掉……
QuestLoc_SpelunKingTrainingC_Conversation_1_Team_2	我们的监督者想杀了你。
QuestLoc_TheSixthSun_Conversation_3_NPCEnd_3	在传统的死爪彩蛋寻宝活动之后，就是明天。
Android_Ask_Notification_Yes	是
MrHandyDialog_Wasteland_95	这是什么？啊，原来我正在雷区上啊。我再也不会羡慕别的生物有腿了。
Message_TutorialPopup_04_Body	完成目标，赚取瓶盖。目标能够通过点击哔哔小子菜单里的缎带图标找到。
QuestLoc_ThisGoldenRing_Conversation_1_NPCEnd_1	什么？不，这只是一箱六瓶装的量子核子可乐！
Room_WeaponFactory_3	武器工厂
Speech_Quest_Alone_Dweller_11	我想我需要支援。
QuestLoc_RubarbsReckoning_Conversation_1_NPCEnd_3	我现在唯一的工作就是避难所的工作。
QuestLoc_SnakeWater_Conversation_1_NPCStart_1	你找到了我，强大的水之术士！饮料之神！水中泰坦！
QuestLoc_PaulasinaPickle_Conversation_1_NPCStart_2	我叫曼迪麦金托什。狂尸鬼把我们其中一些人抓走了。
QuestLoc_MondayNightBrawl_Conversation_2_NPCEnd_2	莽夫们，你们就这么点能耐吗？
QuestResult_Completed	任务完成
QuestLoc_TheInfiltrationGame_Conversation_2_Team_2	让我先把那些秘密蓝图拿出来。
Encounet_Progression_Creature21	巨型兵蚁认为我是个威胁，正在攻击我！
Deathclaw_Name_Plural	死爪
Encounter_Victory_Location8	我帮十二个奴隶逃了出去。为了自由！
Speech_Quest_Generic_Dweller_39	我一定能挺过去的……
QuestLoc_BountySnips_QuestName	悬赏：“剪刀手”
CloudSaveConfirmMessage	您确定要保留云存档吗？
QuestLoc_GameShowGauntletF_Conversation_4_NPCStart_1	现在到了最后回合。
QuestLoc_WastelandTheMusical_Conversation_2_Team_2	♪ 万一我失散多年的父母 ♪ 比方说，碰巧就是变种人？♪
Encounter_Message_Creature22	一只致命的死爪。
Button_Reset	重置
Junk_Desc_Shovel	用途多还结实。人手必备。
Weapon_Name_Railgun	射钉步枪
Help_Page30_BottomText	提示：美发店里的居民只能独自对抗灾害，所以请给他们好的武器和装备。
QuestLoc_FonsVivus_Conversation_1_Team_1	你们不会恰好还有点剩的吧？
QuestLoc_DeathclawDeeLite_2_Question2	啊！他们终于找到我了……我想你们是要……
Objective_HaveBabies	成功接生一个避难所婴儿
Outfit_Description_SequinDress	当你想成为全场的焦点时，请穿上它。
Weapon_Name_Rifle	步枪
QuestLoc_TimetoWakeUp_Conversation_1_NPCStart_3	掠夺者必须保证八小时的充足睡眠！
QuestLoc_DeathandDenial_Conversation_2_NPCStart_1	我是雷金纳德，首席管家。
QuestLoc_Blackout_Conversation_1_NPCStart_1	你！你们这些呆子！把我留在这儿和一群辐射蝎在一起！
Pet_Description_pitbullterrier_l3	你的避难所不可能再找到比它更好的看门狗了。
QuestLoc_InShiningArmor_Conversation_1_NPCStart_3	我真的很高兴，因为我想不到它还可以成为什么更好的地方了。
Speech_Quest_Generic_Dweller_6	现在我知道为什么他们称之为“废土”了。
VictorDialog_Wasteland_17	我想小睡一会儿，顺便把轮子里的辐射蟑螂清一清。
Stats_Power_Production	电力生产/分钟
Bonus_SurvivalGuide_DamageBoost	伤害
SnipSnipDialog_RadioStation_02	麦克风测试，麦克风测试，1、2、3。这玩意儿开着吗？
Tutorial_Tip_05	观察力(P)高的居民在水房里工作得更好。
Button_Instant	立即
QuestLoc_GameShowGauntletI_Conversation_4_Team_4	忏悔星期二。
QuestLoc_CollateralMurder_QuestObjective_1	去见罗伯科工厂里的居民们。
Objective_CraftLegendaryUltraciteWeapon_Plural	打造{0}件传奇辐射极琉矿武器
QuestLoc_S2_QL2_Q4_Roswell_Question1_Answer2	它们不属于这个世界。我想它们是来收回自己科技的。
Weapon_Name_032Pistol_Rusty	生锈的.32手枪
QuestLoc_GhoulSupplies_Question1_Answer1	应该有一位还没野化的尸鬼员工。祝你找到他！
QuestLoc_SetEmUpPestilence_Conversation_2_NPCStart_2	他们给我服……不，赐予了我……“瘟疫”的……辐射……
Outfit_Name_SleekSuit	时尚西装
SnipSnipDialog_Wasteland_41	拜托，我是一个家务机器人，又不是一辆坦克。我来这干什么？！
QuestLoc_DeathandDenial_Conversation_5_Team_3	你呢，维琪？你看到什么了吗？
QuestLoc_LittleMissWasteland_Conversation_4_Team_3	呃……避难所科技？
QuestLoc_S2_QL2_Q2_Field_Question1_Line1	鼹鼠崽子！上头的增援拖到现在才来，可真够磨蹭的。
Encounter_Random_Message100	风声呜咽，听着倒像人说话。
QuestLoc_GhoulSupplies_CombatInit2	啊嗷！
Bonus_SurvivalGuide_ChildMultiplier	双胞胎概率
Encounter_Random_Message104	嗷！被碎石绊了一下。
Room_UltraciteMining_3	辐射极琉矿开采站
QuestLoc_HoneymoonHorror_Conversation_2_Team_1	你们能闭嘴然后赶紧回去吗？你们已经惹了这么大的麻烦了。
QuestLoc_PoweredUp_Conversation_1_NPCStart_3	宝拉以为这地方可能是避难所之城。显然并不是。
QuestLoc_DogsofWar_Conversation_2_NPCStart_1	看这里，有人打败了那些菜鸟。怎么，你们觉得能打败我们？
Wasteland_Cant_Send	你现在不能把此居民派去废土。
QuestLoc_GameShowGauntletK_Conversation_4_NPCStart_1	现在到了最后回合。
SnipSnipDialog_Wasteland_49	看啊。一个狂尸鬼正在啃一个人的手臂。这可不是每天都能看到的景象。
QuestLoc_Headhunting_Question2_Choice2	我们需要一名旅馆经理。
Weapon_Name_InstituteRifle	学院步枪
Objective_CraftWeapons	打造1件武器
QuestLoc_VaultTecExperimentReviewA_Conversation_2_Team_3	算了，我们还是直接杀了你们吧。
Speech_Conversation_NPC1_Topic15	我正在写一首新歌，歌颂监督者。我需要一个和“伟大”押韵的词。
QuestLoc_SpearFishing_Conversation_1_NPCStart_2	我们在红果植株上布好了陷阱。只要有丝毫颤动，长矛就会飞射下来，直插入土。
QuestLoc_SpyonRaiders_Conversation_3D_NPCEnd_4	这是玩的哪一出？！
Weapon_Description_MissileLauncher_MissLauncher	她会让现场充满了爆炸和哇哇叫。
QuestLoc_RunThreeDogRun_Conversation_1_NPCEnd_1	恐怕那是个严密保守的秘密，戴夫在指挥链上的级别还不够高。
Message_OneHundredMillionPopup_Body2	经过大家的共同努力，我们达成一个重要的里程碑：

超过1亿的监督者已经建立了属于他们自己的避难所！
请笑纳这个免费礼物，就像避难所科技常说的……谢谢！
QuestLoc_APaleImitation_Conversation_2_Team_3	我真的是来自避难所的！你们都搞错了！
Message_Tutorial_ScorchedEnemies	随着赛季推进，{辐尸人突袭}的敌人会更多，{难度}也会逐步提升。
QuestLoc_GasNGo_Conversation_1_Team_4	别管我，我自己会去的。
Help_Page01_BottomText	提示：完成某些目标能赢得午餐盒、宠物笼子或巧手先生盒！
Speech_Quest_Generic_Dweller_Conversation_18_Response_1	真的吗？我怎么感觉特别好呢！
Speech_NoPower2	房间黑了！我们需要更多的电！
QuestLoc_OBrother_Initial1	嘿！很高兴见到新面孔！
SnipSnipDialog_Generic_17	我会尽我所能支持你们人类肥胖懒惰的生活方式。
QuestLoc_DeathRevealed_Conversation_2_NPCStart_4	但如果我们不能阻止骑士的话就没所谓了。我们去找监督者吧！
QuestLoc_AlienBot_Quest04_Conversation_3_NPCEnd_2	人员未授权，入侵者警告。激活安全协议！
Speech_Conversation_NPC1_Topic17	如果你能离开避难所，随便挑栋建筑当自己的家，你会选哪种？
QuestLoc_DeathandDenial_Conversation_3_NPCStart_3	我们没做错什么。我们当然没有杀任何人！
Message_Tutorial_09_Xbox	要分配一个{选中的居民}，{按住}抓住居民，然后{选择}一个房间。试着将这个{居民}分配到刚才所建的{发电室}。
Message_Tutorial_62_Xbox	按下来打开{废土任务日志}。
QuestLoc_DogsofWar_Conversation_1_NPCStart_1	这里有一台打开的收音机，听起来像三狗正在直播。
Encounter_SurpriseQuest_MarketPlace	偶然路过了一个大无敌超市，彻底搜查了一遍。
Weapon_Name_HardenedT60Pistol	加固的T60手枪
Encounter_Message_NPC3	一个游走的尸鬼。
Encounter_Victory_Creature4	我踩扁了一只辐射蟑螂，小意思。
Button_Sell	卖出
Achievement_Xbox_Name_08	装饰者
QuestLoc_TheRiteofSpraying_Conversation_1_NPCStart_1	非常感谢你帮助我们，我们真的很感激！
QuestLoc_FriendlySettlement_Conversation_1B_NPCEnd_3	我们不是僵尸啊。你们走吧！
Encounter_Message_Location9	一个废弃的加油站。
QuestLoc_ThePathofPaulaPlumbkin_Conversation_1_Team_1	布朗金！宝拉·普朗布金！她去哪里了？
QuestLoc_RevengeoftheGeeks_Conversation_2_NPCStart_3	下面这些数里面哪一个不是质数？
QuestLoc_DeathRevealed_Conversation_3_NPCEnd_1	我们是“死亡”的警钟！
QuestLoc_HoneymoonHorror_Conversation_2_NPCEnd_3	我丈夫永远不会抛……哦，你想走了？那好，你走吧。
QuestLoc_ByHookorbyCook_Conversation_1_NPCStart_3	但是你将无法从我的枪口下逃脱！
QuestLoc_DeathandDenial_Conversation_4_Team_2	那是在她变成尸鬼之前还是之后？
QuestLoc_GameShowGauntletF_Conversation_4_NPCStart_2	那个藏在波士顿公园池塘里的巨兽叫什么名字？
QuestLoc_ESterisComing_Conversation_2_Team_3	关于复活节你们知道些什么？
QuestLoc_SOS_Conversation_1_NPCEnd_2	我不相信！怎么可能有人用比格斯比做热狗。我没法付钱给你，但你也许能用得上这个。
QuestLoc_AMaptotheStars_Conversation_1_Team_2	你知道谁是号角报的发行者吗？
QuestLoc_RevengeoftheGeeks_Conversation_3_NPCEnd_1	哈！你没能通过这次突击测验。
Weapon_Name_AlienDisintegrator_Enhanced	强化的外星分解枪
Login_Password	密码
Speech_LivingQuarter_PickupLines_80	你对所有的居民都这么好吗？
Encounter_Random_Message54	这一路走下来，我这双脚可遭了大罪。
Help_Page30_MainText	居民能够在美发店里改变造型。但美发店一次只能服务一个居民。

升级您的美发店来解锁更多个性化选择。

居民的魅力值（C）高时，美发店会工作得更快。
QuestLoc_AWinningSeason_Conversation_1_NPCStart_2	好吧，我得承认，你们这些居民确实有两下子。
QuestLoc_The20thInning_QuestName	第二十局
Theme_ShortName_NukaColaPlant	核子可乐工厂主题
QuestLoc_DearthOfClaws_QuestLongDescription	我们的几个采集者最近和一个旅行者聊天，他说他正在该地区寻找死爪聚集地，还计划在那里进行“社会实验”。他们担心他可能会自讨苦吃。去附近这个死爪聚集地，看看能不能救救这个可怜的家伙。
QuestLoc_OnlyHuman_Conversation01_PC01	人类任务？
QuestLoc_GameShowGauntletI_Conversation_2_Team_4	我姨妈缇丽。
QuestLoc_WaroftheNerds_Conversation_2_NPCStart_4	总工程师是什么时候合成科技巴氏合金来拯救飞船的？
QuestLoc_BacktotheOutfield_QuestName	返回外场
QuestLoc_GameShowGauntletD_Conversation_2_NPCEnd_1	他在那儿，但不只是他。所以你要……“掉脑袋”了！
QuestLoc_TheBansheesKeen_QuestObjective_1	解开哀嚎灵魂的秘密。
QuestLoc_TheCaseoftheLostLunch_Conversation_3_NPCStart_1	你！你是来这里帮忙的是吗？听着，不是我干的，不管是谁偷了他们的食物，一定是这栋楼里的生物。而且肯定不好对付！求求你们，快救我出去！
Speech_Quest_WrongPath_Dweller_13	也许该掉头了，这不是正确的路。
QuestLoc_S2_QL2_Q3_Req_Question7_Answer3	给你了。现在走人！
Speech_Conversation_NPC1_Topic48	我决定要写那部伟大的美国小说，写的就是我们所有人！
QuestLoc_Filly_Conversation03_NPC02	欢迎来到菲利镇。我负责保护这里，大家都叫我玛·琼。
QuestLoc_Blackout_QuestLongDescription	新年第一天……昨夜避难所举行了隆重的派对活动。但是监督者的儿子杰克失踪了。我们必须找到他！现在只知道12点之前他还和我们在一起，但之后发生了什么完全是一片模糊，我们都穿着防辐射服，所以我们应该是去过可伟佳自动化工厂……
QuestLoc_LittleMissWasteland_Conversation_4_NPCEnd_1	让我猜猜，你的外婆是个尸鬼，对吧？（叹气）去下个房间吧……
QuestLoc_GroomforDoubt_Conversation_1_Team_2	嘿，美人儿。
Objective_RightRoom_Plural	正确分配{0}个居民
QuestLoc_SpyonRaiders_Conversation_1E_NPCStart_3	你们觉得自己足够厉害到能加入我们吗？
QuestLoc_TimetoWakeUp_Conversation_1_NPCEnd_2	哦，在这里。不容易啊，谢谢啦！
Encounter_Message_Repeatable_JunkLocation9	一个机器人工厂，损坏的保护者散落在外。
Message_OutOfNukaQuantumStoreButton	商店
QuestLoc_AlienBotQuest04_Conversation_4_PC3_1	把这些东西带回避难所，仔细研究数据。
QuestLoc_SpearFishing_Conversation_1_NPCEnd_1	我不知道。我们派了最好的追踪者，影狼，顺着它们的地道去找源头。他向北走了，走了一个小时了。
Theme_ShortName_LivingQuarters	居住区主题
Help_Page20_MainText_Xbox	要分配居民到房间，请先选中居民，按住将其抓起，然后再选择一个房间。

当选中一个房间时，SPECIAL属性的字母和数字会出现在居民头上。

头上的字母对应着相应房间的属性。

如果数字前有加号或者减号，意味着将居民分配到该房间后，房间里原有的一位居民将被替换。该居民对房间的影响将随所标数字提高或降低。

房间里被替换的居民将从事被拖拽居民之前的工作。

如果数字前没有加号或者减号，则意味着房间里还可以容纳更多的居民，无需替换。
Speech_Conversation_NPC2_Topic14_Response1	也许会选一位著名的瑞士巧克力大师吧。怎么了？我喜欢巧克力不行么。
QuestLoc_PittStop_QuestShortDescription	从奴隶贩子手中解救被绑架的居民。
SnipSnipDialog_Wasteland_88	嚯！一个岔路口。我们走……右边！
QuestLoc_GameShowGauntletI_Conversation_2_NPCStart_1	我们现在进入第二回合。
MrHandyDialog_Athletics_02	我一直不明白腿有什么用，或者说为什么要动它们。人类啊，你们就不能漂浮起来吗？
